explo,date,year,doy,PET
ALB,2019-12-18,2019,352,0.4
HAI,2019-12-18,2019,352,0.5
SCH,2019-12-19,2019,353,0.1
ALB,2019-12-19,2019,353,0.4
HAI,2019-12-19,2019,353,0.0
SCH,2019-12-20,2019,354,0.2
ALB,2019-12-20,2019,354,0.5
HAI,2019-12-20,2019,354,0.4
SCH,2019-12-21,2019,355,0.5
ALB,2019-12-21,2019,355,0.2
HAI,2019-12-21,2019,355,0.4
SCH,2019-12-22,2019,356,0.0
ALB,2019-12-22,2019,356,0.4
HAI,2019-12-22,2019,356,0.4
SCH,2019-12-23,2019,357,0.3
ALB,2019-12-23,2019,357,0.4
HAI,2019-12-23,2019,357,0.4
SCH,2019-12-24,2019,358,0.3
ALB,2019-12-24,2019,358,0.4
HAI,2019-12-24,2019,358,0.5
SCH,2019-12-25,2019,359,0.3
ALB,2019-12-25,2019,359,0.4
HAI,2019-12-25,2019,359,0.3
SCH,2019-12-26,2019,360,0.3
ALB,2019-12-26,2019,360,0.1
HAI,2019-12-26,2019,360,0.2
SCH,2019-12-27,2019,361,0.3
ALB,2019-12-27,2019,361,0.1
HAI,2019-12-27,2019,361,0.3
SCH,2019-12-28,2019,362,0.3
ALB,2019-12-28,2019,362,0.0
HAI,2019-12-28,2019,362,0.1
SCH,2019-12-29,2019,363,0.3
ALB,2019-12-29,2019,363,0.2
HAI,2019-12-29,2019,363,0.3
SCH,2019-12-30,2019,364,1.2
ALB,2019-12-30,2019,364,0.6
HAI,2019-12-30,2019,364,0.9
SCH,2019-12-31,2019,365,0.6
ALB,2019-12-31,2019,365,0.4
HAI,2019-12-31,2019,365,0.4
SCH,2020-01-01,2020,1,0.3
ALB,2020-01-01,2020,1,0.4
HAI,2020-01-01,2020,1,0.2
SCH,2020-01-02,2020,2,0.4
ALB,2020-01-02,2020,2,0.1
HAI,2020-01-02,2020,2,0.4
SCH,2020-01-03,2020,3,0.3
ALB,2020-01-03,2020,3,0.2
HAI,2020-01-03,2020,3,0.4
SCH,2020-01-04,2020,4,1.0
ALB,2020-01-04,2020,4,0.5
HAI,2020-01-04,2020,4,0.3
SCH,2020-01-05,2020,5,0.4
ALB,2020-01-05,2020,5,0.2
HAI,2020-01-05,2020,5,0.2
SCH,2020-01-06,2020,6,0.4
ALB,2020-01-06,2020,6,0.2
HAI,2020-01-06,2020,6,0.3
SCH,2020-01-07,2020,7,0.1
ALB,2020-01-07,2020,7,0.1
HAI,2020-01-07,2020,7,0.3
SCH,2020-01-08,2020,8,0.3
ALB,2020-01-08,2020,8,0.2
HAI,2020-01-08,2020,8,0.5
SCH,2020-01-09,2020,9,0.3
ALB,2020-01-09,2020,9,0.6
HAI,2020-01-09,2020,9,0.6
SCH,2020-01-10,2020,10,0.8
ALB,2020-01-10,2020,10,0.7
HAI,2020-01-10,2020,10,1.1
SCH,2020-01-11,2020,11,0.5
ALB,2020-01-11,2020,11,0.3
HAI,2020-01-11,2020,11,0.8
SCH,2020-01-12,2020,12,0.8
ALB,2020-01-12,2020,12,0.0
HAI,2020-01-12,2020,12,0.5
SCH,2020-01-13,2020,13,0.4
ALB,2020-01-13,2020,13,0.2
HAI,2020-01-13,2020,13,0.4
SCH,2020-01-14,2020,14,0.9
ALB,2020-01-14,2020,14,0.6
HAI,2020-01-14,2020,14,1.1
SCH,2020-01-15,2020,15,1.5
ALB,2020-01-15,2020,15,0.7
HAI,2020-01-15,2020,15,1.4
SCH,2020-01-16,2020,16,0.7
ALB,2020-01-16,2020,16,0.6
HAI,2020-01-16,2020,16,0.6
SCH,2020-01-17,2020,17,0.4
ALB,2020-01-17,2020,17,0.4
HAI,2020-01-17,2020,17,0.6
SCH,2020-01-18,2020,18,0.8
ALB,2020-01-18,2020,18,0.4
HAI,2020-01-18,2020,18,0.5
SCH,2020-01-19,2020,19,0.4
ALB,2020-01-19,2020,19,0.0
HAI,2020-01-19,2020,19,0.2
SCH,2020-01-20,2020,20,0.2
ALB,2020-01-20,2020,20,0.3
HAI,2020-01-20,2020,20,0.3
SCH,2020-01-21,2020,21,0.6
ALB,2020-01-21,2020,21,0.0
HAI,2020-01-21,2020,21,0.3
SCH,2020-01-22,2020,22,0.4
ALB,2020-01-22,2020,22,0.3
HAI,2020-01-22,2020,22,0.0
SCH,2020-01-23,2020,23,0.4
ALB,2020-01-23,2020,23,0.0
HAI,2020-01-23,2020,23,0.2
SCH,2020-01-24,2020,24,0.5
ALB,2020-01-24,2020,24,0.3
HAI,2020-01-24,2020,24,0.0
SCH,2020-01-25,2020,25,0.2
ALB,2020-01-25,2020,25,0.2
HAI,2020-01-25,2020,25,0.0
SCH,2020-01-26,2020,26,0.0
ALB,2020-01-26,2020,26,0.5
HAI,2020-01-26,2020,26,0.3
SCH,2020-01-27,2020,27,0.5
ALB,2020-01-27,2020,27,0.3
HAI,2020-01-27,2020,27,0.6
SCH,2020-01-28,2020,28,1.0
ALB,2020-01-28,2020,28,0.9
HAI,2020-01-28,2020,28,1.1
SCH,2020-01-29,2020,29,1.1
ALB,2020-01-29,2020,29,0.5
HAI,2020-01-29,2020,29,0.7
SCH,2020-01-30,2020,30,0.8
ALB,2020-01-30,2020,30,0.6
HAI,2020-01-30,2020,30,0.9
SCH,2020-01-31,2020,31,0.8
ALB,2020-01-31,2020,31,0.5
HAI,2020-01-31,2020,31,1.4
SCH,2020-02-01,2020,32,1.1
ALB,2020-02-01,2020,32,0.9
HAI,2020-02-01,2020,32,0.9
SCH,2020-02-02,2020,33,0.8
ALB,2020-02-02,2020,33,0.6
HAI,2020-02-02,2020,33,0.9
SCH,2020-02-03,2020,34,0.6
ALB,2020-02-03,2020,34,0.6
HAI,2020-02-03,2020,34,1.0
SCH,2020-02-04,2020,35,0.9
ALB,2020-02-04,2020,35,0.6
HAI,2020-02-04,2020,35,1.0
SCH,2020-02-05,2020,36,1.2
ALB,2020-02-05,2020,36,0.6
HAI,2020-02-05,2020,36,0.9
SCH,2020-02-06,2020,37,0.4
ALB,2020-02-06,2020,37,0.7
HAI,2020-02-06,2020,37,0.4
SCH,2020-02-07,2020,38,0.3
ALB,2020-02-07,2020,38,0.8
HAI,2020-02-07,2020,38,0.4
SCH,2020-02-08,2020,39,0.8
ALB,2020-02-08,2020,39,0.7
HAI,2020-02-08,2020,39,1.0
SCH,2020-02-09,2020,40,2.0
ALB,2020-02-09,2020,40,1.3
HAI,2020-02-09,2020,40,1.7
SCH,2020-02-10,2020,41,1.7
ALB,2020-02-10,2020,41,2.2
HAI,2020-02-10,2020,41,2.2
SCH,2020-02-11,2020,42,1.3
ALB,2020-02-11,2020,42,1.3
HAI,2020-02-11,2020,42,1.5
SCH,2020-02-12,2020,43,1.2
ALB,2020-02-12,2020,43,0.6
HAI,2020-02-12,2020,43,1.0
SCH,2020-02-13,2020,44,1.0
ALB,2020-02-13,2020,44,0.4
HAI,2020-02-13,2020,44,0.6
SCH,2020-02-14,2020,45,0.2
ALB,2020-02-14,2020,45,0.8
HAI,2020-02-14,2020,45,0.6
SCH,2020-02-15,2020,46,0.7
ALB,2020-02-15,2020,46,1.0
HAI,2020-02-15,2020,46,1.3
SCH,2020-02-16,2020,47,2.0
ALB,2020-02-16,2020,47,1.2
HAI,2020-02-16,2020,47,2.6
SCH,2020-02-17,2020,48,2.0
ALB,2020-02-17,2020,48,0.6
HAI,2020-02-17,2020,48,1.3
SCH,2020-02-18,2020,49,1.4
ALB,2020-02-18,2020,49,1.0
HAI,2020-02-18,2020,49,1.4
SCH,2020-02-19,2020,50,1.0
ALB,2020-02-19,2020,50,1.0
HAI,2020-02-19,2020,50,1.2
SCH,2020-02-20,2020,51,0.8
ALB,2020-02-20,2020,51,0.8
HAI,2020-02-20,2020,51,0.8
SCH,2020-02-21,2020,52,1.6
ALB,2020-02-21,2020,52,1.5
HAI,2020-02-21,2020,52,1.7
SCH,2020-02-22,2020,53,2.0
ALB,2020-02-22,2020,53,1.9
HAI,2020-02-22,2020,53,1.8
SCH,2020-02-23,2020,54,1.1
ALB,2020-02-23,2020,54,1.8
HAI,2020-02-23,2020,54,1.5
SCH,2020-02-24,2020,55,0.9
ALB,2020-02-24,2020,55,1.0
HAI,2020-02-24,2020,55,0.8
SCH,2020-02-25,2020,56,1.9
ALB,2020-02-25,2020,56,1.0
HAI,2020-02-25,2020,56,1.5
SCH,2020-02-26,2020,57,0.6
ALB,2020-02-26,2020,57,0.8
HAI,2020-02-26,2020,57,0.8
SCH,2020-02-27,2020,58,0.7
ALB,2020-02-27,2020,58,0.2
HAI,2020-02-27,2020,58,0.5
SCH,2020-02-28,2020,59,1.1
ALB,2020-02-28,2020,59,1.2
HAI,2020-02-28,2020,59,1.0
SCH,2020-02-29,2020,60,1.3
ALB,2020-02-29,2020,60,1.4
HAI,2020-02-29,2020,60,1.7
SCH,2020-03-01,2020,61,1.3
ALB,2020-03-01,2020,61,1.4
HAI,2020-03-01,2020,61,1.5
SCH,2020-03-02,2020,62,0.8
ALB,2020-03-02,2020,62,0.6
HAI,2020-03-02,2020,62,1.6
SCH,2020-03-03,2020,63,0.4
ALB,2020-03-03,2020,63,0.9
HAI,2020-03-03,2020,63,1.0
SCH,2020-03-04,2020,64,0.9
ALB,2020-03-04,2020,64,0.8
HAI,2020-03-04,2020,64,0.5
SCH,2020-03-05,2020,65,1.1
ALB,2020-03-05,2020,65,0.5
HAI,2020-03-05,2020,65,1.0
SCH,2020-03-06,2020,66,0.4
ALB,2020-03-06,2020,66,0.7
HAI,2020-03-06,2020,66,0.7
SCH,2020-03-07,2020,67,0.8
ALB,2020-03-07,2020,67,0.6
HAI,2020-03-07,2020,67,0.9
SCH,2020-03-08,2020,68,1.1
ALB,2020-03-08,2020,68,1.4
HAI,2020-03-08,2020,68,1.3
SCH,2020-03-09,2020,69,0.8
ALB,2020-03-09,2020,69,1.0
HAI,2020-03-09,2020,69,1.2
SCH,2020-03-10,2020,70,0.7
ALB,2020-03-10,2020,70,0.5
HAI,2020-03-10,2020,70,0.9
SCH,2020-03-11,2020,71,2.4
ALB,2020-03-11,2020,71,1.3
HAI,2020-03-11,2020,71,0.9
SCH,2020-03-12,2020,72,2.6
ALB,2020-03-12,2020,72,1.4
HAI,2020-03-12,2020,72,2.1
SCH,2020-03-13,2020,73,1.6
ALB,2020-03-13,2020,73,1.9
HAI,2020-03-13,2020,73,1.4
SCH,2020-03-14,2020,74,1.6
ALB,2020-03-14,2020,74,0.8
HAI,2020-03-14,2020,74,1.3
SCH,2020-03-15,2020,75,2.4
ALB,2020-03-15,2020,75,2.0
HAI,2020-03-15,2020,75,2.5
SCH,2020-03-16,2020,76,2.4
ALB,2020-03-16,2020,76,2.1
HAI,2020-03-16,2020,76,2.2
SCH,2020-03-17,2020,77,1.8
ALB,2020-03-17,2020,77,1.4
HAI,2020-03-17,2020,77,1.5
SCH,2020-03-18,2020,78,3.1
ALB,2020-03-18,2020,78,1.8
HAI,2020-03-18,2020,78,2.4
SCH,2020-03-19,2020,79,0.7
ALB,2020-03-19,2020,79,1.6
HAI,2020-03-19,2020,79,1.8
SCH,2020-03-20,2020,80,1.2
ALB,2020-03-20,2020,80,1.6
HAI,2020-03-20,2020,80,0.4
SCH,2020-03-21,2020,81,1.7
ALB,2020-03-21,2020,81,0.4
HAI,2020-03-21,2020,81,1.2
SCH,2020-03-22,2020,82,1.8
ALB,2020-03-22,2020,82,0.9
HAI,2020-03-22,2020,82,1.3
SCH,2020-03-23,2020,83,1.6
ALB,2020-03-23,2020,83,1.2
HAI,2020-03-23,2020,83,1.7
SCH,2020-03-24,2020,84,1.9
ALB,2020-03-24,2020,84,1.1
HAI,2020-03-24,2020,84,1.8
SCH,2020-03-25,2020,85,2.4
ALB,2020-03-25,2020,85,1.4
HAI,2020-03-25,2020,85,2.1
SCH,2020-03-26,2020,86,2.4
ALB,2020-03-26,2020,86,1.1
HAI,2020-03-26,2020,86,2.1
SCH,2020-03-27,2020,87,2.5
ALB,2020-03-27,2020,87,2.1
HAI,2020-03-27,2020,87,2.6
SCH,2020-03-28,2020,88,2.1
ALB,2020-03-28,2020,88,2.4
HAI,2020-03-28,2020,88,2.3
SCH,2020-03-29,2020,89,1.2
ALB,2020-03-29,2020,89,0.3
HAI,2020-03-29,2020,89,1.0
SCH,2020-03-30,2020,90,0.8
ALB,2020-03-30,2020,90,0.9
HAI,2020-03-30,2020,90,1.3
SCH,2020-03-31,2020,91,1.3
ALB,2020-03-31,2020,91,1.6
HAI,2020-03-31,2020,91,1.4
SCH,2020-04-01,2020,92,1.9
ALB,2020-04-01,2020,92,1.8
HAI,2020-04-01,2020,92,2.0
SCH,2020-04-02,2020,93,1.9
ALB,2020-04-02,2020,93,2.5
HAI,2020-04-02,2020,93,2.4
SCH,2020-04-03,2020,94,2.3
ALB,2020-04-03,2020,94,1.5
HAI,2020-04-03,2020,94,0.9
SCH,2020-04-04,2020,95,2.1
ALB,2020-04-04,2020,95,2.2
HAI,2020-04-04,2020,95,2.1
SCH,2020-04-05,2020,96,3.5
ALB,2020-04-05,2020,96,2.9
HAI,2020-04-05,2020,96,3.3
SCH,2020-04-06,2020,97,4.7
ALB,2020-04-06,2020,97,3.1
HAI,2020-04-06,2020,97,3.6
SCH,2020-04-07,2020,98,3.3
ALB,2020-04-07,2020,98,3.9
HAI,2020-04-07,2020,98,2.9
SCH,2020-04-08,2020,99,3.4
ALB,2020-04-08,2020,99,3.5
HAI,2020-04-08,2020,99,3.2
SCH,2020-04-09,2020,100,3.3
ALB,2020-04-09,2020,100,2.8
HAI,2020-04-09,2020,100,2.9
SCH,2020-04-10,2020,101,3.0
ALB,2020-04-10,2020,101,3.5
HAI,2020-04-10,2020,101,3.1
SCH,2020-04-11,2020,102,2.6
ALB,2020-04-11,2020,102,2.9
HAI,2020-04-11,2020,102,3.5
SCH,2020-04-12,2020,103,4.3
ALB,2020-04-12,2020,103,2.8
HAI,2020-04-12,2020,103,3.7
SCH,2020-04-13,2020,104,2.8
ALB,2020-04-13,2020,104,3.2
HAI,2020-04-13,2020,104,2.1
SCH,2020-04-14,2020,105,2.7
ALB,2020-04-14,2020,105,2.1
HAI,2020-04-14,2020,105,2.5
SCH,2020-04-15,2020,106,2.9
ALB,2020-04-15,2020,106,3.3
HAI,2020-04-15,2020,106,3.0
SCH,2020-04-16,2020,107,3.5
ALB,2020-04-16,2020,107,3.9
HAI,2020-04-16,2020,107,4.1
SCH,2020-04-17,2020,108,3.2
ALB,2020-04-17,2020,108,2.9
HAI,2020-04-17,2020,108,3.3
SCH,2020-04-18,2020,109,3.8
ALB,2020-04-18,2020,109,2.9
HAI,2020-04-18,2020,109,2.8
SCH,2020-04-19,2020,110,3.7
ALB,2020-04-19,2020,110,2.4
HAI,2020-04-19,2020,110,3.4
SCH,2020-04-20,2020,111,3.8
ALB,2020-04-20,2020,111,2.9
HAI,2020-04-20,2020,111,3.9
SCH,2020-04-21,2020,112,4.1
ALB,2020-04-21,2020,112,4.2
HAI,2020-04-21,2020,112,4.3
SCH,2020-04-22,2020,113,3.7
ALB,2020-04-22,2020,113,4.4
HAI,2020-04-22,2020,113,4.5
SCH,2020-04-23,2020,114,3.6
ALB,2020-04-23,2020,114,3.7
HAI,2020-04-23,2020,114,3.9
SCH,2020-04-24,2020,115,4.5
ALB,2020-04-24,2020,115,4.7
HAI,2020-04-24,2020,115,4.0
SCH,2020-04-25,2020,116,3.1
ALB,2020-04-25,2020,116,3.7
HAI,2020-04-25,2020,116,2.6
SCH,2020-04-26,2020,117,3.1
ALB,2020-04-26,2020,117,3.5
HAI,2020-04-26,2020,117,3.4
SCH,2020-04-27,2020,118,3.9
ALB,2020-04-27,2020,118,3.2
HAI,2020-04-27,2020,118,4.5
SCH,2020-04-28,2020,119,3.6
ALB,2020-04-28,2020,119,1.9
HAI,2020-04-28,2020,119,2.4
SCH,2020-04-29,2020,120,1.4
ALB,2020-04-29,2020,120,2.3
HAI,2020-04-29,2020,120,3.3
SCH,2020-04-30,2020,121,2.4
ALB,2020-04-30,2020,121,1.1
HAI,2020-04-30,2020,121,2.4
SCH,2020-05-01,2020,122,3.2
ALB,2020-05-01,2020,122,1.5
HAI,2020-05-01,2020,122,2.3
SCH,2020-05-02,2020,123,2.8
ALB,2020-05-02,2020,123,1.6
HAI,2020-05-02,2020,123,1.8
SCH,2020-05-03,2020,124,2.7
ALB,2020-05-03,2020,124,2.9
HAI,2020-05-03,2020,124,2.3
SCH,2020-05-04,2020,125,1.4
ALB,2020-05-04,2020,125,2.3
HAI,2020-05-04,2020,125,0.8
SCH,2020-05-05,2020,126,2.4
ALB,2020-05-05,2020,126,0.7
HAI,2020-05-05,2020,126,3.0
SCH,2020-05-06,2020,127,4.4
ALB,2020-05-06,2020,127,3.3
HAI,2020-05-06,2020,127,3.1
SCH,2020-05-07,2020,128,2.6
ALB,2020-05-07,2020,128,3.9
HAI,2020-05-07,2020,128,4.2
SCH,2020-05-08,2020,129,4.7
ALB,2020-05-08,2020,129,4.5
HAI,2020-05-08,2020,129,4.3
SCH,2020-05-09,2020,130,4.1
ALB,2020-05-09,2020,130,4.1
HAI,2020-05-09,2020,130,4.5
SCH,2020-05-10,2020,131,4.0
ALB,2020-05-10,2020,131,2.8
HAI,2020-05-10,2020,131,1.9
SCH,2020-05-11,2020,132,1.2
ALB,2020-05-11,2020,132,1.0
HAI,2020-05-11,2020,132,0.9
SCH,2020-05-12,2020,133,2.9
ALB,2020-05-12,2020,133,2.6
HAI,2020-05-12,2020,133,2.3
SCH,2020-05-13,2020,134,2.8
ALB,2020-05-13,2020,134,1.0
HAI,2020-05-13,2020,134,2.7
SCH,2020-05-14,2020,135,3.0
ALB,2020-05-14,2020,135,1.1
HAI,2020-05-14,2020,135,1.6
SCH,2020-05-15,2020,136,3.3
ALB,2020-05-15,2020,136,1.2
HAI,2020-05-15,2020,136,2.7
SCH,2020-05-16,2020,137,3.3
ALB,2020-05-16,2020,137,3.5
HAI,2020-05-16,2020,137,3.5
SCH,2020-05-17,2020,138,4.3
ALB,2020-05-17,2020,138,3.5
HAI,2020-05-17,2020,138,3.4
SCH,2020-05-18,2020,139,3.3
ALB,2020-05-18,2020,139,3.9
HAI,2020-05-18,2020,139,4.4
SCH,2020-05-19,2020,140,2.6
ALB,2020-05-19,2020,140,4.3
HAI,2020-05-19,2020,140,3.8
SCH,2020-05-20,2020,141,3.7
ALB,2020-05-20,2020,141,2.3
HAI,2020-05-20,2020,141,1.4
SCH,2020-05-21,2020,142,4.5
ALB,2020-05-21,2020,142,3.0
HAI,2020-05-21,2020,142,4.2
SCH,2020-05-22,2020,143,4.9
ALB,2020-05-22,2020,143,3.6
HAI,2020-05-22,2020,143,2.8
SCH,2020-05-23,2020,144,2.6
ALB,2020-05-23,2020,144,1.4
HAI,2020-05-23,2020,144,2.4
SCH,2020-05-24,2020,145,2.4
ALB,2020-05-24,2020,145,3.0
HAI,2020-05-24,2020,145,2.3
SCH,2020-05-25,2020,146,1.9
ALB,2020-05-25,2020,146,1.7
HAI,2020-05-25,2020,146,3.4
SCH,2020-05-26,2020,147,3.8
ALB,2020-05-26,2020,147,2.8
HAI,2020-05-26,2020,147,2.1
SCH,2020-05-27,2020,148,4.5
ALB,2020-05-27,2020,148,4.0
HAI,2020-05-27,2020,148,4.3
SCH,2020-05-28,2020,149,4.4
ALB,2020-05-28,2020,149,4.0
HAI,2020-05-28,2020,149,4.4
SCH,2020-05-29,2020,150,4.3
ALB,2020-05-29,2020,150,2.8
HAI,2020-05-29,2020,150,3.9
SCH,2020-05-30,2020,151,4.6
ALB,2020-05-30,2020,151,3.2
HAI,2020-05-30,2020,151,3.7
SCH,2020-05-31,2020,152,4.8
ALB,2020-05-31,2020,152,3.7
HAI,2020-05-31,2020,152,3.2
SCH,2020-06-01,2020,153,5.8
ALB,2020-06-01,2020,153,4.6
HAI,2020-06-01,2020,153,4.9
SCH,2020-06-02,2020,154,6.1
ALB,2020-06-02,2020,154,4.6
HAI,2020-06-02,2020,154,4.9
SCH,2020-06-03,2020,155,5.2
ALB,2020-06-03,2020,155,3.4
HAI,2020-06-03,2020,155,3.5
SCH,2020-06-04,2020,156,4.9
ALB,2020-06-04,2020,156,1.7
HAI,2020-06-04,2020,156,1.1
SCH,2020-06-05,2020,157,2.8
ALB,2020-06-05,2020,157,1.6
HAI,2020-06-05,2020,157,2.2
SCH,2020-06-06,2020,158,3.8
ALB,2020-06-06,2020,158,2.0
HAI,2020-06-06,2020,158,2.5
SCH,2020-06-07,2020,159,2.6
ALB,2020-06-07,2020,159,1.2
HAI,2020-06-07,2020,159,2.8
SCH,2020-06-08,2020,160,3.6
ALB,2020-06-08,2020,160,3.1
HAI,2020-06-08,2020,160,3.3
SCH,2020-06-09,2020,161,5.3
ALB,2020-06-09,2020,161,1.2
HAI,2020-06-09,2020,161,2.1
SCH,2020-06-10,2020,162,4.1
ALB,2020-06-10,2020,162,1.0
HAI,2020-06-10,2020,162,2.1
SCH,2020-06-11,2020,163,2.7
ALB,2020-06-11,2020,163,1.3
HAI,2020-06-11,2020,163,1.4
SCH,2020-06-12,2020,164,4.5
ALB,2020-06-12,2020,164,4.9
HAI,2020-06-12,2020,164,4.7
SCH,2020-06-13,2020,165,2.9
ALB,2020-06-13,2020,165,3.7
HAI,2020-06-13,2020,165,4.6
SCH,2020-06-14,2020,166,5.3
ALB,2020-06-14,2020,166,1.4
HAI,2020-06-14,2020,166,1.6
SCH,2020-06-15,2020,167,5.6
ALB,2020-06-15,2020,167,1.2
HAI,2020-06-15,2020,167,1.3
SCH,2020-06-16,2020,168,5.2
ALB,2020-06-16,2020,168,1.6
HAI,2020-06-16,2020,168,3.1
SCH,2020-06-17,2020,169,6.2
ALB,2020-06-17,2020,169,1.9
HAI,2020-06-17,2020,169,3.8
SCH,2020-06-18,2020,170,3.9
ALB,2020-06-18,2020,170,3.1
HAI,2020-06-18,2020,170,1.0
SCH,2020-06-19,2020,171,1.5
ALB,2020-06-19,2020,171,1.4
HAI,2020-06-19,2020,171,3.5
SCH,2020-06-20,2020,172,1.1
ALB,2020-06-20,2020,172,2.3
HAI,2020-06-20,2020,172,3.3
SCH,2020-06-21,2020,173,1.0
ALB,2020-06-21,2020,173,3.6
HAI,2020-06-21,2020,173,3.8
SCH,2020-06-22,2020,174,5.9
ALB,2020-06-22,2020,174,3.6
HAI,2020-06-22,2020,174,3.2
SCH,2020-06-23,2020,175,5.5
ALB,2020-06-23,2020,175,4.0
HAI,2020-06-23,2020,175,4.6
SCH,2020-06-24,2020,176,4.4
ALB,2020-06-24,2020,176,5.2
HAI,2020-06-24,2020,176,4.9
SCH,2020-06-25,2020,177,5.0
ALB,2020-06-25,2020,177,3.9
HAI,2020-06-25,2020,177,3.1
SCH,2020-06-26,2020,178,4.2
ALB,2020-06-26,2020,178,3.8
HAI,2020-06-26,2020,178,5.1
SCH,2020-06-27,2020,179,5.4
ALB,2020-06-27,2020,179,3.8
HAI,2020-06-27,2020,179,5.6
SCH,2020-06-28,2020,180,4.5
ALB,2020-06-28,2020,180,2.9
HAI,2020-06-28,2020,180,3.4
SCH,2020-06-29,2020,181,4.0
ALB,2020-06-29,2020,181,2.8
HAI,2020-06-29,2020,181,4.1
SCH,2020-06-30,2020,182,5.2
ALB,2020-06-30,2020,182,3.7
HAI,2020-06-30,2020,182,4.8
SCH,2020-07-01,2020,183,2.9
ALB,2020-07-01,2020,183,4.8
HAI,2020-07-01,2020,183,4.7
SCH,2020-07-02,2020,184,4.3
ALB,2020-07-02,2020,184,2.8
HAI,2020-07-02,2020,184,4.0
SCH,2020-07-03,2020,185,4.6
ALB,2020-07-03,2020,185,3.0
HAI,2020-07-03,2020,185,3.7
SCH,2020-07-04,2020,186,5.6
ALB,2020-07-04,2020,186,4.0
HAI,2020-07-04,2020,186,5.4
SCH,2020-07-05,2020,187,4.2
ALB,2020-07-05,2020,187,4.5
HAI,2020-07-05,2020,187,4.2
SCH,2020-07-06,2020,188,4.6
ALB,2020-07-06,2020,188,3.8
HAI,2020-07-06,2020,188,3.5
SCH,2020-07-07,2020,189,4.0
ALB,2020-07-07,2020,189,3.6
HAI,2020-07-07,2020,189,3.5
SCH,2020-07-08,2020,190,3.0
ALB,2020-07-08,2020,190,4.8
HAI,2020-07-08,2020,190,1.7
SCH,2020-07-09,2020,191,1.6
ALB,2020-07-09,2020,191,5.1
HAI,2020-07-09,2020,191,3.5
SCH,2020-07-10,2020,192,2.9
ALB,2020-07-10,2020,192,5.1
HAI,2020-07-10,2020,192,3.9
SCH,2020-07-11,2020,193,3.5
ALB,2020-07-11,2020,193,3.2
HAI,2020-07-11,2020,193,3.7
SCH,2020-07-12,2020,194,3.9
ALB,2020-07-12,2020,194,3.6
HAI,2020-07-12,2020,194,3.6
SCH,2020-07-13,2020,195,5.3
ALB,2020-07-13,2020,195,5.0
HAI,2020-07-13,2020,195,4.5
SCH,2020-07-14,2020,196,6.3
ALB,2020-07-14,2020,196,3.7
HAI,2020-07-14,2020,196,4.7
SCH,2020-07-15,2020,197,1.8
ALB,2020-07-15,2020,197,1.8
HAI,2020-07-15,2020,197,2.0
SCH,2020-07-16,2020,198,3.4
ALB,2020-07-16,2020,198,1.3
HAI,2020-07-16,2020,198,1.5
SCH,2020-07-17,2020,199,2.2
ALB,2020-07-17,2020,199,2.4
HAI,2020-07-17,2020,199,3.1
SCH,2020-07-18,2020,200,3.8
ALB,2020-07-18,2020,200,3.2
HAI,2020-07-18,2020,200,3.7
SCH,2020-07-19,2020,201,5.2
ALB,2020-07-19,2020,201,3.8
HAI,2020-07-19,2020,201,4.8
SCH,2020-07-20,2020,202,3.6
ALB,2020-07-20,2020,202,5.1
HAI,2020-07-20,2020,202,3.1
SCH,2020-07-21,2020,203,4.4
ALB,2020-07-21,2020,203,4.3
HAI,2020-07-21,2020,203,4.2
SCH,2020-07-22,2020,204,4.0
ALB,2020-07-22,2020,204,4.4
HAI,2020-07-22,2020,204,4.4
SCH,2020-07-23,2020,205,4.0
ALB,2020-07-23,2020,205,4.7
HAI,2020-07-23,2020,205,4.3
SCH,2020-07-24,2020,206,4.4
ALB,2020-07-24,2020,206,3.1
HAI,2020-07-24,2020,206,5.1
SCH,2020-07-25,2020,207,4.0
ALB,2020-07-25,2020,207,3.7
HAI,2020-07-25,2020,207,3.9
SCH,2020-07-26,2020,208,2.5
ALB,2020-07-26,2020,208,3.2
HAI,2020-07-26,2020,208,3.8
SCH,2020-07-27,2020,209,3.9
ALB,2020-07-27,2020,209,5.1
HAI,2020-07-27,2020,209,4.0
SCH,2020-07-28,2020,210,5.3
ALB,2020-07-28,2020,210,5.0
HAI,2020-07-28,2020,210,4.8
SCH,2020-07-29,2020,211,4.3
ALB,2020-07-29,2020,211,4.8
HAI,2020-07-29,2020,211,4.2
SCH,2020-07-30,2020,212,4.3
ALB,2020-07-30,2020,212,5.3
HAI,2020-07-30,2020,212,4.6
SCH,2020-07-31,2020,213,5.1
ALB,2020-07-31,2020,213,5.3
HAI,2020-07-31,2020,213,5.4
SCH,2020-08-01,2020,214,5.1
ALB,2020-08-01,2020,214,5.5
HAI,2020-08-01,2020,214,5.3
SCH,2020-08-02,2020,215,3.0
ALB,2020-08-02,2020,215,1.8
HAI,2020-08-02,2020,215,2.1
SCH,2020-08-03,2020,216,2.8
ALB,2020-08-03,2020,216,1.5
HAI,2020-08-03,2020,216,2.7
SCH,2020-08-04,2020,217,3.6
ALB,2020-08-04,2020,217,1.5
HAI,2020-08-04,2020,217,3.1
SCH,2020-08-05,2020,218,5.0
ALB,2020-08-05,2020,218,3.5
HAI,2020-08-05,2020,218,4.4
SCH,2020-08-06,2020,219,5.6
ALB,2020-08-06,2020,219,3.9
HAI,2020-08-06,2020,219,5.1
SCH,2020-08-07,2020,220,5.1
